Topic ID,Topic Name,Topic URL
866116,Migration Policy,https://www.semanticscholar.org/topic/866116
28268,Water Supply,https://www.semanticscholar.org/topic/28268
203497,"Ephrin Type-B Receptor 1, Human",https://www.semanticscholar.org/topic/203497
711739,"Data Interpretation, Statistical",https://www.semanticscholar.org/topic/711739
4525,Explanation,https://www.semanticscholar.org/topic/4525
7353,Attempt,https://www.semanticscholar.org/topic/7353
9397,Linear Programming Relaxation,https://www.semanticscholar.org/topic/9397
618583,Sadness,https://www.semanticscholar.org/topic/618583
11582,Vocal Cord Paralysis,https://www.semanticscholar.org/topic/11582
4538,Judgment,https://www.semanticscholar.org/topic/4538
877576,Self-Replicating Machine,https://www.semanticscholar.org/topic/877576
3546414,Toshiko Sato,https://www.semanticscholar.org/topic/3546414
126,Sparse Matrix,https://www.semanticscholar.org/topic/126
35474,Robert,https://www.semanticscholar.org/topic/35474
6033,Linda (coordination Language),https://www.semanticscholar.org/topic/6033
32358,Adrenoleukodystrophy,https://www.semanticscholar.org/topic/32358
281529,Manuscripts,https://www.semanticscholar.org/topic/281529
41784,Javascript,https://www.semanticscholar.org/topic/41784
914511,Acute Bacterial Endocarditis (abe),https://www.semanticscholar.org/topic/914511
6441,Hospital Admission,https://www.semanticscholar.org/topic/6441
1160133,Schedule (document Type),https://www.semanticscholar.org/topic/1160133
1377,Slope,https://www.semanticscholar.org/topic/1377
198638,Statistical Estimation,https://www.semanticscholar.org/topic/198638
116311,Tertiary,https://www.semanticscholar.org/topic/116311
4913,Ninety,https://www.semanticscholar.org/topic/4913
2901,Community,https://www.semanticscholar.org/topic/2901
2115,Government,https://www.semanticscholar.org/topic/2115
184208,Rural Health Services,https://www.semanticscholar.org/topic/184208
57174,Population Density,https://www.semanticscholar.org/topic/57174
1966699,Urban Health Services,https://www.semanticscholar.org/topic/1966699
271,Genetic Linkage,https://www.semanticscholar.org/topic/271
12567,Irrigation,https://www.semanticscholar.org/topic/12567
335,Depressive Disorder,https://www.semanticscholar.org/topic/335
20517,Payment,https://www.semanticscholar.org/topic/20517
67660,Federal Government,https://www.semanticscholar.org/topic/67660
4230,Agriculture,https://www.semanticscholar.org/topic/4230
976870,Testicular Regression Syndrome,https://www.semanticscholar.org/topic/976870
9840647,Accepting Of Extremity,https://www.semanticscholar.org/topic/9840647
547280,Contain (action),https://www.semanticscholar.org/topic/547280
3555438,"Non-T, Non-B Adult Acute Lymphoblastic Leukemia",https://www.semanticscholar.org/topic/3555438
13025,Responsibility,https://www.semanticscholar.org/topic/13025
10455,Exclusion,https://www.semanticscholar.org/topic/10455
1716081,Hemoglobin D. Punjab,https://www.semanticscholar.org/topic/1716081
826,Projections And Predictions,https://www.semanticscholar.org/topic/826
28275,Large,https://www.semanticscholar.org/topic/28275
581,Pain,https://www.semanticscholar.org/topic/581
678470,Hallermann's Syndrome,https://www.semanticscholar.org/topic/678470
39409,Rigor - Temperature-Associated Observation,https://www.semanticscholar.org/topic/39409
1855191,Other Social Problem Nos,https://www.semanticscholar.org/topic/1855191
107532,Government Programs,https://www.semanticscholar.org/topic/107532
2390,Color,https://www.semanticscholar.org/topic/2390
523868,Education Resources Information Center,https://www.semanticscholar.org/topic/523868
291460,Catherine,https://www.semanticscholar.org/topic/291460
1424,Lamivudine,https://www.semanticscholar.org/topic/1424
3637401,Co-Ment,https://www.semanticscholar.org/topic/3637401
72,Interaction,https://www.semanticscholar.org/topic/72
55288,Eric,https://www.semanticscholar.org/topic/55288
100239,Escalation,https://www.semanticscholar.org/topic/100239
12787,Antisocial Personality Disorder,https://www.semanticscholar.org/topic/12787
212862,Disruptive Behavior Disorder,https://www.semanticscholar.org/topic/212862
20150,Social Work (discipline),https://www.semanticscholar.org/topic/20150
4735071,Buffalo Airstation,https://www.semanticscholar.org/topic/4735071
508830,Providing (action),https://www.semanticscholar.org/topic/508830
481655,Speech Discrimination Tests,https://www.semanticscholar.org/topic/481655
4553027,Apolipoprotein C-Ii (wakayama),https://www.semanticscholar.org/topic/4553027
1248916,Bias–variance Tradeoff,https://www.semanticscholar.org/topic/1248916
3823496,No-Spa,https://www.semanticscholar.org/topic/3823496
1020221,Unconscious Personality Factor,https://www.semanticscholar.org/topic/1020221
744,Inference,https://www.semanticscholar.org/topic/744
12214,Female Infertility,https://www.semanticscholar.org/topic/12214
351,Estimated,https://www.semanticscholar.org/topic/351
52597,Gonorrhea,https://www.semanticscholar.org/topic/52597
36153,Autonomy,https://www.semanticscholar.org/topic/36153
4540,Rule (guideline),https://www.semanticscholar.org/topic/4540
821274,Outlines (document),https://www.semanticscholar.org/topic/821274
27240,Sex Factors,https://www.semanticscholar.org/topic/27240
27822,Tension,https://www.semanticscholar.org/topic/27822
1378,Public Policy,https://www.semanticscholar.org/topic/1378
2277,Plant Roots,https://www.semanticscholar.org/topic/2277
1133737,Accession Number (identifier),https://www.semanticscholar.org/topic/1133737
8896,Universities,https://www.semanticscholar.org/topic/8896
14543,Science,https://www.semanticscholar.org/topic/14543
20679,Occupational Diseases,https://www.semanticscholar.org/topic/20679
62455,Legal Status,https://www.semanticscholar.org/topic/62455
917916,Agricultural Workers' Diseases,https://www.semanticscholar.org/topic/917916
1037731,Xenophobia,https://www.semanticscholar.org/topic/1037731
50963,Mass Media,https://www.semanticscholar.org/topic/50963
27068,Social Welfare,https://www.semanticscholar.org/topic/27068
9582,Promotion (action),https://www.semanticscholar.org/topic/9582
150118,Process Of Absorption,https://www.semanticscholar.org/topic/150118
129338,Contribution,https://www.semanticscholar.org/topic/129338
44202,Aspirations (psychology),https://www.semanticscholar.org/topic/44202
7654,Plague,https://www.semanticscholar.org/topic/7654
54964,Unstable Medical Device Problem,https://www.semanticscholar.org/topic/54964
488486,Underachievement,https://www.semanticscholar.org/topic/488486
999582,Insertion Mutation,https://www.semanticscholar.org/topic/999582
2803,Clinical Act Of Insertion,https://www.semanticscholar.org/topic/2803
347805,"Porphyria, Erythropoietic",https://www.semanticscholar.org/topic/347805
22822,Population Growth,https://www.semanticscholar.org/topic/22822
144792,Adjustment Disorders,https://www.semanticscholar.org/topic/144792
357506,Million,https://www.semanticscholar.org/topic/357506
79307,Fever Of Unknown Origin,https://www.semanticscholar.org/topic/79307
5148,Revision Procedure,https://www.semanticscholar.org/topic/5148
27467,Sftpa1 Gene,https://www.semanticscholar.org/topic/27467
33389,Cns Disorder,https://www.semanticscholar.org/topic/33389
3996946,Positive Regulation Of Apoptotic Process Involved In Metanephric Collecting Duct Development,https://www.semanticscholar.org/topic/3996946
428,Review [publication Type],https://www.semanticscholar.org/topic/428
1020,Mental Disorders,https://www.semanticscholar.org/topic/1020
4360,Stratification,https://www.semanticscholar.org/topic/4360
59712,Poverty,https://www.semanticscholar.org/topic/59712
30056,Urbanization,https://www.semanticscholar.org/topic/30056
12040,Income,https://www.semanticscholar.org/topic/12040
18142,Catabolism,https://www.semanticscholar.org/topic/18142
4079,Avian Crop,https://www.semanticscholar.org/topic/4079
1077,Fatigue,https://www.semanticscholar.org/topic/1077
2416,Marital Status,https://www.semanticscholar.org/topic/2416
3168,Government Regulations,https://www.semanticscholar.org/topic/3168
1552,Seventy Nine,https://www.semanticscholar.org/topic/1552
216080,Tapes Genus,https://www.semanticscholar.org/topic/216080
56485,Familial Mediterranean Fever,https://www.semanticscholar.org/topic/56485
1534,Forty Nine,https://www.semanticscholar.org/topic/1534
1990549,Fifty Nine,https://www.semanticscholar.org/topic/1990549
9296,Fear (mental Process),https://www.semanticscholar.org/topic/9296
17406,Mentally Ill Persons,https://www.semanticscholar.org/topic/17406
16668,Economic Recession,https://www.semanticscholar.org/topic/16668
96227,Behaviorial Habits,https://www.semanticscholar.org/topic/96227
175051,Cdisc Sdtm Not Done Terminology,https://www.semanticscholar.org/topic/175051
19298,Registration,https://www.semanticscholar.org/topic/19298
9685,Stereotypic Movement Disorder,https://www.semanticscholar.org/topic/9685
30159,Child Care,https://www.semanticscholar.org/topic/30159
112740,Hope (emotion),https://www.semanticscholar.org/topic/112740
482,Disabled Persons,https://www.semanticscholar.org/topic/482
1546,Complement System Proteins,https://www.semanticscholar.org/topic/1546
148457,Fill,https://www.semanticscholar.org/topic/148457
1167,Categories,https://www.semanticscholar.org/topic/1167
810,Birth Injuries,https://www.semanticscholar.org/topic/810
26484,Clothing,https://www.semanticscholar.org/topic/26484
138807,National Academy Of Sciences (u.s.),https://www.semanticscholar.org/topic/138807
319983,Eligibility Determination,https://www.semanticscholar.org/topic/319983
4051,License,https://www.semanticscholar.org/topic/4051
6321838,Biologic Segmentation,https://www.semanticscholar.org/topic/6321838
276287,Wages,https://www.semanticscholar.org/topic/276287
2533,Interview,https://www.semanticscholar.org/topic/2533
29431,Scientific Study,https://www.semanticscholar.org/topic/29431
3676676,Document Completion Status - Documented,https://www.semanticscholar.org/topic/3676676
176,Per Hour,https://www.semanticscholar.org/topic/176
612,Eighty,https://www.semanticscholar.org/topic/612
1890,Muscle Rigidity,https://www.semanticscholar.org/topic/1890
367857,Choice Behavior,https://www.semanticscholar.org/topic/367857
2457,Physical Hard Work,https://www.semanticscholar.org/topic/2457
57206,Lung Consolidation,https://www.semanticscholar.org/topic/57206
150951,Occur (action),https://www.semanticscholar.org/topic/150951
2851,Emotional Dependency,https://www.semanticscholar.org/topic/2851
880668,"Medicine, East Asian Traditional",https://www.semanticscholar.org/topic/880668
2451,Archive,https://www.semanticscholar.org/topic/2451
46383,Grief Reaction,https://www.semanticscholar.org/topic/46383
19481,Download,https://www.semanticscholar.org/topic/19481
8956,Copy (object),https://www.semanticscholar.org/topic/8956
1093,Ethanol,https://www.semanticscholar.org/topic/1093
3729,Smoke,https://www.semanticscholar.org/topic/3729
1597,Carcinoma Of Lung,https://www.semanticscholar.org/topic/1597
42105,Substance,https://www.semanticscholar.org/topic/42105
6130,Cocaine,https://www.semanticscholar.org/topic/6130
25788,Drug Overdose,https://www.semanticscholar.org/topic/25788
1821,Cardiovascular Diseases,https://www.semanticscholar.org/topic/1821
201208,Respiration Disorders,https://www.semanticscholar.org/topic/201208
19864,Peptic Ulcer,https://www.semanticscholar.org/topic/19864
53941,Addictive Behavior,https://www.semanticscholar.org/topic/53941
16777,Cigarette,https://www.semanticscholar.org/topic/16777
11193,Epidemiology,https://www.semanticscholar.org/topic/11193
6598,Morbidity - Disease Rate,https://www.semanticscholar.org/topic/6598
67932,Abstract Summary,https://www.semanticscholar.org/topic/67932
1591,Non-Small Cell Lung Carcinoma,https://www.semanticscholar.org/topic/1591
187423,Data Table,https://www.semanticscholar.org/topic/187423
46496,Government Agencies,https://www.semanticscholar.org/topic/46496
2154,Anthropology,https://www.semanticscholar.org/topic/2154
39962,Eugenics,https://www.semanticscholar.org/topic/39962
128271,World War I.,https://www.semanticscholar.org/topic/128271
82633,Jurisdiction,https://www.semanticscholar.org/topic/82633
191542,International Migration,https://www.semanticscholar.org/topic/191542
75868,Illusions,https://www.semanticscholar.org/topic/75868
910,Textiles,https://www.semanticscholar.org/topic/910
425896,Textile Industry,https://www.semanticscholar.org/topic/425896
623453,Gain,https://www.semanticscholar.org/topic/623453
29434,Fertility Rate,https://www.semanticscholar.org/topic/29434
77033,Floods,https://www.semanticscholar.org/topic/77033
438435,"Encephalomyelitis, Western Equine",https://www.semanticscholar.org/topic/438435
193924,Platyrrhini,https://www.semanticscholar.org/topic/193924
2607,Awards,https://www.semanticscholar.org/topic/2607
250316,Mental Association,https://www.semanticscholar.org/topic/250316
529,Health Care,https://www.semanticscholar.org/topic/529
1891016,Eighty Nine,https://www.semanticscholar.org/topic/1891016
372623,Social Organization,https://www.semanticscholar.org/topic/372623
4528,Problem Solving (mental Process),https://www.semanticscholar.org/topic/4528
46378,Teams,https://www.semanticscholar.org/topic/46378
507081,High Risk Acute Leukemia,https://www.semanticscholar.org/topic/507081
18574,Sex Ratio,https://www.semanticscholar.org/topic/18574
1094,One Thousand,https://www.semanticscholar.org/topic/1094
7896,Frustration,https://www.semanticscholar.org/topic/7896
82860,Language Disorders,https://www.semanticscholar.org/topic/82860
9798943,Personnameuse - Assigned,https://www.semanticscholar.org/topic/9798943
69243,Philosophy,https://www.semanticscholar.org/topic/69243
526804,Community Health Education,https://www.semanticscholar.org/topic/526804
154633,Research Report,https://www.semanticscholar.org/topic/154633
14354,Small,https://www.semanticscholar.org/topic/14354
30529,Holder,https://www.semanticscholar.org/topic/30529
12659,Investments,https://www.semanticscholar.org/topic/12659
2288,Accidental Falls,https://www.semanticscholar.org/topic/2288
501,Description,https://www.semanticscholar.org/topic/501
10257,"Cane, Includes Canes Of All Materials, Adjustable Or Fixed, With Tip",https://www.semanticscholar.org/topic/10257
1759,Personality Disorders,https://www.semanticscholar.org/topic/1759
156359,Income Tax,https://www.semanticscholar.org/topic/156359
70010,Motivation,https://www.semanticscholar.org/topic/70010
328206,Questionnaire Domain,https://www.semanticscholar.org/topic/328206
341138,Obstetric Labor Complications,https://www.semanticscholar.org/topic/341138
771,Fruit,https://www.semanticscholar.org/topic/771
31912,Vegetables,https://www.semanticscholar.org/topic/31912
3118954,Other Toxicity Studies: Dependence,https://www.semanticscholar.org/topic/3118954
280481,Community-Acquired Infections,https://www.semanticscholar.org/topic/280481
658,Breeding,https://www.semanticscholar.org/topic/658
1230,Power (psychology),https://www.semanticscholar.org/topic/1230
73400,Physical Restraint Equipment (device),https://www.semanticscholar.org/topic/73400
238269,Authorization Documentation,https://www.semanticscholar.org/topic/238269
73286,Conferences,https://www.semanticscholar.org/topic/73286
4850062,Nanda-International Terminology,https://www.semanticscholar.org/topic/4850062
16222,Young Adult,https://www.semanticscholar.org/topic/16222
2899,Auditory Recruitment,https://www.semanticscholar.org/topic/2899
4942,Languages,https://www.semanticscholar.org/topic/4942
20805,Advocate (person),https://www.semanticscholar.org/topic/20805
11047,Linguistics,https://www.semanticscholar.org/topic/11047
21509,Multilingualism,https://www.semanticscholar.org/topic/21509
684778,Mucopolysaccharidosis Iii,https://www.semanticscholar.org/topic/684778
141400,Stmn1 Wt Allele,https://www.semanticscholar.org/topic/141400
20496,Prejudice,https://www.semanticscholar.org/topic/20496
14305,Eyespot Apparatus,https://www.semanticscholar.org/topic/14305
41612,Pride,https://www.semanticscholar.org/topic/41612
136975,Assumed,https://www.semanticscholar.org/topic/136975
112374,Reluctance,https://www.semanticscholar.org/topic/112374
28901,Dual,https://www.semanticscholar.org/topic/28901
409981,Abortion Applicants,https://www.semanticscholar.org/topic/409981
128085,"Encephalomyelitis, Eastern Equine",https://www.semanticscholar.org/topic/128085
2407,Instrument - Device,https://www.semanticscholar.org/topic/2407
13649,Denominator,https://www.semanticscholar.org/topic/13649
183702,Medical Device Incompatibility Problem,https://www.semanticscholar.org/topic/183702
1667920,Arrival - Action,https://www.semanticscholar.org/topic/1667920
91887,Koppen Climate Classification,https://www.semanticscholar.org/topic/91887
639621,Brain Drain (human Capital Flight),https://www.semanticscholar.org/topic/639621
4555,Manufactured Supplies,https://www.semanticscholar.org/topic/4555
463735,"Hearing Loss, High-Frequency",https://www.semanticscholar.org/topic/463735
22236,Pensions,https://www.semanticscholar.org/topic/22236
7796,Accreditation,https://www.semanticscholar.org/topic/7796
1817249,Contents - Htmllinktype,https://www.semanticscholar.org/topic/1817249
10302,Face,https://www.semanticscholar.org/topic/10302
537346,"Expenditures, Out-Of-Pocket",https://www.semanticscholar.org/topic/537346
5896,Pessimism,https://www.semanticscholar.org/topic/5896
2830442,Distribution Of Wealth And Income Control,https://www.semanticscholar.org/topic/2830442
3647997,Dermox,https://www.semanticscholar.org/topic/3647997
38961,Increment,https://www.semanticscholar.org/topic/38961
38314,Institutionalization,https://www.semanticscholar.org/topic/38314
1760342,Customary,https://www.semanticscholar.org/topic/1760342
188,Confidence Intervals,https://www.semanticscholar.org/topic/188
53367,Seasonal Affective Disorder,https://www.semanticscholar.org/topic/53367
35886,Grapes (dietary),https://www.semanticscholar.org/topic/35886
2984862,Trade Unions,https://www.semanticscholar.org/topic/2984862
53061,United States Indian Health Service,https://www.semanticscholar.org/topic/53061
2625968,Apple Allergenic Extract,https://www.semanticscholar.org/topic/2625968
84519,West Nile Fever,https://www.semanticscholar.org/topic/84519
349777,Asylums,https://www.semanticscholar.org/topic/349777
654637,International Law,https://www.semanticscholar.org/topic/654637
6186,United Nations,https://www.semanticscholar.org/topic/6186
28500,Solutions,https://www.semanticscholar.org/topic/28500
